Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),EMS:Building Mean Temperature [C](TimeStep),EMS:Building Mean PPD [%](TimeStep),EMS:Building Total Occupants [%](TimeStep),EMS:Occupancy Flag [](TimeStep),EMS:Indoor Air Temperature Setpoint [](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),MAIN HEATING COIL 1:Heating Coil Electric Power [W](TimeStep),OUTSIDE AIR INLET NODE 1:System Node Temperature [C](TimeStep),OUTSIDE AIR INLET NODE 1:System Node Mass Flow Rate [kg/s](TimeStep),SPACE1-1 IN NODE:System Node Temperature [C](TimeStep),SPACE1-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE2-1 IN NODE:System Node Temperature [C](TimeStep),SPACE2-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE3-1 IN NODE:System Node Temperature [C](TimeStep),SPACE3-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE4-1 IN NODE:System Node Temperature [C](TimeStep),SPACE4-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE5-1 IN NODE:System Node Temperature [C](TimeStep),SPACE5-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 OUTLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),MIXED AIR NODE 1:System Node Temperature [C](TimeStep),MIXED AIR NODE 1:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 INLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 01/22  15:15:00,2.925,47.0,3.8499999999999998,277.5,51.25,555.25,25.670352745462588,8.981837362889005,0.0,1.0,22.5,21.1,23.9,1759.9278613690279,0.0,2.925,0.4736965446086742,21.166379155311167,0.7104647810276075,21.166379155311167,0.31798600475631719,21.166379155311167,0.6737973697196601,21.166379155311167,0.31798600475631719,21.166379155311167,0.8069582885992935,21.166379155311167,2.8271924488591955,20.551277165455486,2.8271924488591955,24.085998584799414,2.8271924488591955 
 01/22  15:30:00,3.05,46.0,3.5999999999999998,275.0,47.0,511.0,25.72246886455641,8.937879177633244,0.0,1.0,22.5,21.1,23.9,1803.5804186282692,0.0,3.05,0.4798659997144188,21.299416345132927,0.7104647810276075,21.299416345132927,0.31798600475631719,21.299416345132927,0.6737973697196601,21.299416345132927,0.35480754607227929,21.299416345132927,0.8069582885992935,21.299635312156995,2.864013990175158,20.677377520825304,2.864013990175158,24.212120497963274,2.864013990175158 
 01/22  15:45:00,3.175,45.0,3.35,272.5,40.25,411.75,25.74687316312379,8.832797573495814,0.0,1.0,22.5,21.1,23.9,1835.2583478839236,0.0,3.175,0.4843015027853604,21.41438495303883,0.7104647810276075,21.41438495303883,0.31798600475631719,21.41438495303883,0.6737973697196601,21.41438495303883,0.38128023398140728,21.41438495303883,0.8069582885992935,21.414274418436468,2.8904866780842859,20.786882023756424,2.8904866780842859,24.31832057649204,2.8904866780842859 
 01/22  16:00:00,3.3,44.0,3.1,270.0,33.5,312.5,25.604553247146876,8.404918480876967,0.0,1.0,22.5,21.1,23.9,1833.5902353775678,0.0,3.3,0.48406738987878025,21.518071555907999,0.7104647810276075,21.518071555907999,0.31798600475631719,21.518071555907999,0.6737973697196601,21.518071555907999,0.37988296340977886,21.518071555907999,0.8069582885992935,21.51556156219958,2.889089407512657,20.88843295560921,2.889089407512657,24.414985987050593,2.889089407512657 
 01/22  16:15:00,2.6249999999999997,47.0,2.975,280.0,26.75,213.25,25.26663738055851,7.725813843396187,0.0,1.0,22.5,21.1,23.9,1767.945517936269,0.0,2.6249999999999997,0.47483475790353915,21.399508577830035,0.7104647810276075,21.399508577830035,0.31798600475631719,21.399508577830035,0.6737973697196601,21.399508577830035,0.3247792737152276,21.399508577830035,0.8069582885992935,21.396776556165567,2.8339857178181058,20.780343554690107,2.8339857178181058,24.42084408727236,2.8339857178181058 
 01/22  16:30:00,1.95,50.0,2.85,290.0,20.0,114.0,24.79421308199001,6.97672607607565,0.0,1.0,22.5,21.1,23.9,1769.9278613690277,0.0,1.9499999999999998,0.4736965446086742,21.19372675002704,0.7104647810276075,21.19372675002704,0.31798600475631719,21.19372675002704,0.67379736971966,21.19372675002704,0.31798600475631719,21.19372675002704,0.8069582885992934,21.19372675002704,2.8271924488591955,20.57862053272122,2.8271924488591955,24.31422843701175,2.8271924488591955 
 01/22  16:45:00,1.275,53.0,2.725,300.0,15.0,85.5,24.074606241911306,6.348666164085787,0.0,1.0,22.5,21.1,23.9,1904.9278613690277,0.0,1.275,0.4736965446086742,20.899068160400267,0.7104647810276075,20.899068160400267,0.31798600475631719,20.899068160400267,0.67379736971966,20.899068160400267,0.31798600475631719,20.899068160400267,0.8069582885992934,20.899068160400267,2.8271924488591955,20.28396746278655,2.8271924488591955,24.09598932947666,2.8271924488591955 
 01/22  17:00:00,0.6,56.0,2.6,310.0,0.0,0.0,23.50732014230276,6.355738510100238,0.0,1.0,22.5,21.1,23.9,2039.9278613690279,0.0,0.6,0.4736965446086742,20.522703264258394,0.7104647810276075,20.522703264258394,0.31798600475631719,20.522703264258394,0.6737973697196601,20.522703264258394,0.31798600475631719,20.522703264258394,0.8069582885992935,20.522703264258394,2.8271924488591955,19.90760282273583,2.8271924488591955,23.77963239342787,2.8271924488591955 
 01/22  17:15:00,-0.10000000000000009,58.5,2.6,312.5,0.0,0.0,22.554260238522678,7.232189983234906,0.0,1.0,22.5,21.1,23.9,2179.9278613690278,0.0,-0.10000000000000009,0.4736965446086742,20.1565674996284,0.7104647810276075,20.1565674996284,0.31798600475631719,20.1565674996284,0.67379736971966,20.1565674996284,0.31798600475631719,20.1565674996284,0.8069582885992934,20.1565674996284,2.8271924488591955,19.541458097303875,2.8271924488591955,23.480346779089314,2.8271924488591955 
 01/22  17:30:00,-0.8,61.0,2.6,315.0,0.0,0.0,22.150185939281799,8.915062255607606,0.0,1.0,22.5,21.1,23.9,2319.927861369028,0.0,-0.8,0.4736965446086742,19.828978360477593,0.7104647810276075,19.828978360477593,0.31798600475631719,19.828978360477593,0.6737973697196601,19.828978360477593,0.31798600475631719,19.828978360477593,0.8069582885992935,19.828978360477593,2.8271924488591955,19.213853303177744,2.8271924488591955,23.227228057282944,2.8271924488591955 
 01/22  17:45:00,-1.5000000000000003,63.5,2.6,317.5,0.0,0.0,21.808238044190906,10.746136121431272,0.0,1.0,22.5,21.1,23.9,2459.9278613690278,0.0,-1.5000000000000003,0.4736965446086742,19.452930901163126,0.7104647810276075,19.452930901163126,0.31798600475631719,19.452930901163126,0.6737973697196601,19.452930901163126,0.31798600475631719,19.452930901163126,0.8069582885992935,19.452930901163126,2.8271924488591955,18.83778156334111,2.8271924488591955,22.91595191899125,2.8271924488591955 
 01/22  18:00:00,-2.2,66.0,2.6,320.0,0.0,0.0,21.429908028671315,12.632202787019157,0.0,1.0,22.5,21.1,23.9,2599.9278613690278,0.0,-2.2,0.4736965446086742,19.048027510233465,0.7104647810276075,19.048027510233465,0.31798600475631719,19.048027510233465,0.6737973697196601,19.048027510233465,0.31798600475631719,19.048027510233465,0.8069582885992935,19.048027510233465,2.8271924488591955,18.4328412954513,2.8271924488591955,22.570086171943119,2.8271924488591955 
 01/22  18:15:00,-2.475,67.5,2.6,320.0,0.0,0.0,21.052088496243209,15.077554950886136,0.0,0.0,12.8,12.800000000000003,40.0,1525.4715456214306,0.0,-2.475,0.2769311893313138,18.16417720201816,0.35352498872576279,18.16417720201816,0.15235871715606565,18.16417720201816,0.3439702593007421,18.16417720201816,0.15235871715606567,18.16417720201816,0.6506129002880643,18.16417720201816,1.6528255826267003,17.787176735362889,1.6528255826267003,21.850486465036196,1.6528255826267003 
 01/22  18:30:00,-2.75,69.0,2.6,320.0,0.0,0.0,19.69472532507165,22.007338549300405,0.0,0.0,12.8,12.799999999999999,39.99999999999999,1580.4715456214304,0.0,-2.75,0.2769311893313138,17.234281574900959,0.3535249887257627,17.234281574900959,0.15235871715606565,17.234281574900959,0.3439702593007421,17.234281574900959,0.15235871715606567,17.234281574900959,0.6506129002880642,17.234281574900959,1.6528255826267,16.857219565775428,1.6528255826267,20.789925631164445,1.6528255826267003 
 01/22  18:45:00,-3.0249999999999996,70.5,2.6,320.0,0.0,0.0,18.554443065365385,33.7434818228192,0.0,0.0,12.8,12.8,40.0,1635.4715456214304,0.0,-3.0249999999999996,0.2769311893313138,16.530343794475308,0.35352498872576279,16.530343794475308,0.15235871715606565,16.530343794475308,0.3439702593007421,16.530343794475308,0.15235871715606567,16.530343794475308,0.6506129002880642,16.530343794475308,1.6528255826267,16.1532316395851,1.6528255826267,20.000479414112,1.6528255826267003 
 01/22  19:00:00,-3.3,72.0,2.6,320.0,0.0,0.0,17.718221085601355,47.832716545569827,0.0,0.0,12.8,12.8,40.0,1690.4715456214306,0.0,-3.3,0.2769311893313138,15.97718070967196,0.35352498872576279,15.97718070967196,0.15235871715606565,15.97718070967196,0.3439702593007421,15.97718070967196,0.15235871715606565,15.97718070967196,0.6506129002880642,15.97718070967196,1.6528255826266998,15.60002261289723,1.6528255826266998,19.391975062784458,1.6528255826267003 
 01/22  19:15:00,-3.4499999999999999,72.75,2.6,320.0,0.0,0.0,17.070735884969034,58.60009092356065,0.0,0.0,12.8,12.8,40.0,1720.4715456214304,0.0,-3.4499999999999999,0.2769311893313138,15.384804418968122,0.35352498872576279,15.384804418968122,0.15235871715606565,15.384804418968122,0.3439702593007421,15.384804418968122,0.15235871715606565,15.384804418968122,0.6506129002880642,15.384804418968122,1.6528255826266998,15.007577809676733,1.6528255826266998,18.711527800158377,1.6528255826267003 
 01/22  19:30:00,-3.5999999999999998,73.5,2.6,320.0,0.0,0.0,16.506692482285378,66.94113904677318,0.0,0.0,12.8,12.8,40.0,1750.4715456214304,0.0,-3.5999999999999998,0.2769311893313138,14.976360999160493,0.35352498872576279,14.976360999160493,0.15235871715606565,14.976360999160493,0.3439702593007421,14.976360999160493,0.15235871715606567,14.976360999160493,0.6506129002880642,14.976360999160493,1.6528255826267,14.599084402581127,1.6528255826267,18.25170598177393,1.6528255826267003 
 01/22  19:45:00,-3.75,74.25,2.6,320.0,0.0,0.0,16.067576672222125,74.7307659972251,0.0,0.0,12.8,12.8,40.0,1780.4715456214304,0.0,-3.75,0.2769311893313138,14.513192194614778,0.35352498872576279,14.513192194614778,0.15235871715606565,14.513192194614778,0.3439702593007421,14.513192194614778,0.15235871715606567,14.513192194614778,0.6506129002880642,14.513192194614778,1.6528255826267,14.135865079190527,1.6528255826267,17.72615666754338,1.6528255826267003 
 01/22  20:00:00,-3.9,75.0,2.6,320.0,0.0,0.0,15.62324060950208,79.15832990377969,0.0,0.0,12.8,12.8,40.0,1810.4715456214304,0.0,-3.9,0.2769311893313138,14.052192507312704,0.35352498872576279,14.052192507312704,0.15235871715606565,14.052192507312704,0.3439702593007421,14.052192507312704,0.15235871715606567,14.052192507312704,0.6506129002880642,14.052192507312704,1.6528255826267,13.674802325905575,1.6528255826267,17.203317838267809,1.6528255826267003 
 01/22  20:15:00,-4.025,75.75,2.725,310.0,0.0,0.0,15.219356613848996,83.97930319968005,0.0,0.0,12.8,12.8,40.0,1835.4715456214304,0.0,-4.025,0.2769311893313138,13.63590499891006,0.35352498872576279,13.63590499891006,0.15235871715606565,13.63590499891006,0.3439702593007421,13.63590499891006,0.15235871715606567,13.63590499891006,0.6506129002880642,13.63590499891006,1.6528255826267,13.258454007411097,1.6528255826267,16.7291330652737,1.6528255826267003 
 01/22  20:30:00,-4.15,76.5,2.85,300.0,0.0,0.0,14.835790239399213,87.30473396841329,0.0,0.0,12.8,12.8,40.0,1860.4715456214304,0.0,-4.15,0.2769311893313138,13.246034905696602,0.35352498872576279,13.246034905696602,0.15235871715606565,13.246034905696602,0.3439702593007421,13.246034905696602,0.15235871715606567,13.246034905696602,0.6506129002880642,13.246034905696602,1.6528255826267,12.86853027111372,1.6528255826267,16.28657781791697,1.6528255826267003 
 01/22  20:45:00,-4.275,77.25,2.975,290.0,0.0,0.0,14.482960009791992,90.08381621064959,0.0,0.0,12.8,12.8,40.0,1885.4715456214304,0.0,-4.275,0.2769311893313138,12.874768914350668,0.35352498872576279,12.874768914350668,0.15235871715606565,12.874768914350668,0.3439702593007421,12.874768914350668,0.15235871715606567,12.874768914350668,0.6506129002880642,12.874768914350668,1.6528255826267,12.497213107760942,1.6528255826267,15.866321095736735,1.6528255826267003 
 01/22  21:00:00,-4.4,78.0,3.1,280.0,0.0,0.0,14.151967301853898,92.25474099456079,0.0,0.0,12.8,12.8,40.0,1910.4715456214304,0.0,-4.4,0.2769311893313138,12.522833644012487,0.35352498872576279,12.522833644012487,0.15235871715606565,12.522833644012487,0.3439702593007421,12.522833644012487,0.15235871715606567,12.522833644012487,0.6506129002880642,12.522833644012487,1.6528255826267,12.14523055492501,1.6528255826267,15.469225176325546,1.6528255826267003 
 01/22  21:15:00,-4.7,79.75,2.85,302.5,0.0,0.0,13.841494214252555,93.96747507215916,0.0,0.0,12.8,12.8,40.0,1970.4715456214304,0.0,-4.7,0.2769311893313138,12.158735749878379,0.35352498872576279,12.158735749878379,0.15235871715606565,12.158735749878379,0.3439702593007421,12.158735749878379,0.15235871715606567,12.158735749878379,0.6506129002880642,12.158735749878379,1.6528255826267,11.781088323291007,1.6528255826267,15.092613010502465,1.6528255826267003 
 01/22  21:30:00,-5.0,81.5,2.6,325.0,0.0,0.0,13.54399554103654,95.31318784016303,0.0,0.0,12.8,12.8,40.0,2030.4715456214304,0.0,-5.0,0.2769311893313138,11.799552081372024,0.35352498872576279,11.799552081372024,0.15235871715606565,11.799552081372024,0.3439702593007421,11.799552081372024,0.15235871715606567,11.799552081372024,0.6506129002880642,11.799552081372024,1.6528255826267,11.421863227149599,1.6528255826267,14.721864365276329,1.6528255826267003 
 01/22  21:45:00,-5.299999999999999,83.25,2.35,347.5,0.0,0.0,13.256541235296999,96.37384801957737,0.0,0.0,12.8,12.8,40.0,2448.868604125908,358.39705850447799,-5.299999999999999,0.2769311893313138,11.656640015767988,0.35352498872576279,11.656640015767988,0.15235871715606565,11.656640015767988,0.3439702593007421,11.656640015767988,0.15235871715606567,11.656640015767988,0.6506129002880642,11.656640015767988,1.6528255826267,11.0684807913613,1.6528255826267,14.358093132403269,1.6528255826267003 
 01/22  22:00:00,-5.6,85.0,2.1,10.0,0.0,0.0,13.033858241365334,97.2112415868993,0.0,0.0,12.8,12.8,40.0,3043.3025310635487,892.8309854421182,-5.6,0.2769311893313138,11.656606160971116,0.35352498872576279,11.656606160971116,0.15235871715606565,11.656606160971116,0.3439702593007421,11.656606160971116,0.15235871715606567,11.656606160971116,0.6506129002880642,11.656606160971116,1.6528255826267,10.754575183302706,1.6528255826267,14.041697882469382,1.6528255826267003 
 01/22  22:15:00,-5.449999999999999,83.25,2.225,10.0,0.0,0.0,12.881407842571758,97.79100645675109,0.0,0.0,12.8,12.8,40.0,3339.454250750532,1218.9827051291018,-5.449999999999999,0.2769311893313138,11.656597249940396,0.35352498872576279,11.656597249940396,0.15235871715606565,11.656597249940396,0.3439702593007421,11.656597249940396,0.15235871715606567,11.656597249940396,0.6506129002880642,11.656597249940396,1.6528255826267,10.56296304190277,1.6528255826267,13.781640160551558,1.6528255826267003 
 01/22  22:30:00,-5.3,81.5,2.35,10.0,0.0,0.0,12.78654981856377,98.1305235557227,0.0,0.0,12.8,12.8,40.0,3523.735116369121,1433.2635707476903,-5.3,0.2769311893313138,11.656581037217004,0.35352498872576279,11.656581037217004,0.15235871715606565,11.656581037217004,0.3439702593007421,11.656581037217004,0.15235871715606567,11.656581037217004,0.6506129002880642,11.656581037217004,1.6528255826267,10.43704139123717,1.6528255826267,13.600359803086434,1.6528255826267003 
 01/22  22:45:00,-5.15,79.75,2.475,10.0,0.0,0.0,12.69660218386444,98.3493797876518,0.0,0.0,12.8,12.8,40.0,3672.1280276298327,1611.6564820084025,-5.15,0.2769311893313138,11.656563981794229,0.35352498872576279,11.656563981794229,0.15235871715606565,11.656563981794229,0.3439702593007421,11.656563981794229,0.15235871715606567,11.656563981794229,0.6506129002880642,11.656563981794229,1.6528255826267,10.332171183205004,1.6528255826267,13.444383193689035,1.6528255826267003 
 01/22  23:00:00,-5.0,78.0,2.6,10.0,0.0,0.0,12.625057425996744,98.50907763326028,0.0,0.0,12.8,12.8,40.0,5940.600612032361,3910.12906641093,-5.0,0.2769311893313138,12.898916389142416,0.35352498872576279,12.898916389142416,0.15235871715606565,12.898916389142416,0.3439702593007421,12.898916389142416,0.15235871715606567,12.898916389142416,0.6506129002880642,12.898916389142416,1.6528255826267,10.224417699501469,1.6528255826267,13.28493665390461,1.6528255826267003 
 01/22  23:15:00,-5.275,79.75,2.475,352.5,0.0,0.0,12.792499272243403,98.63104315510347,0.0,0.0,12.8,12.8,40.0,4180.377893978894,2094.906348357463,-5.275,0.2769311893313138,11.65651952287122,0.35352498872576279,11.65651952287122,0.15235871715606565,11.65651952287122,0.3439702593007421,11.65651952287122,0.15235871715606567,11.65651952287122,0.6506129002880642,11.65651952287122,1.6528255826267,10.048103719637377,1.6528255826267,13.128664227153397,1.6528255826267003 
 01/22  23:30:00,-5.55,81.5,2.35,335.0,0.0,0.0,12.676479228606695,98.45788417453466,0.0,0.0,12.8,12.8,40.0,6910.427815968001,4769.95627034657,-5.55,0.2769311893313138,13.109751810265836,0.35352498872576279,13.109751810265836,0.15235871715606565,13.109751810265836,0.3439702593007421,13.109751810265836,0.15235871715606567,13.109751810265836,0.6506129002880642,13.109751810265836,1.6528255826267,9.929860259074938,1.6528255826267,13.04212147240699,1.6528255826267003 
 01/22  23:45:00,-5.824999999999999,83.25,2.225,317.5,0.0,0.0,12.803705658074956,98.60597339388292,0.0,0.0,12.8,12.8,40.0,4751.476577048978,2556.005031427547,-5.824999999999999,0.2769311893313138,11.656477098329795,0.35352498872576279,11.656477098329795,0.15235871715606565,11.656477098329795,0.3439702593007421,11.656477098329795,0.15235871715606567,11.656477098329795,0.6506129002880642,11.656477098329795,1.6528255826267,9.777008516879448,1.6528255826267,12.914000299935595,1.6528255826267003 
 01/22  24:00:00,-6.1,85.0,2.1,300.0,0.0,0.0,12.649701733538056,98.47552222377138,0.0,0.0,12.8,12.8,40.0,7629.399937817831,5378.928392196401,-6.1,0.2769311893313138,13.21712272537096,0.35352498872576279,13.21712272537096,0.15235871715606565,13.21712272537096,0.3439702593007421,13.21712272537096,0.15235871715606567,13.21712272537096,0.6506129002880642,13.21712272537096,1.6528255826267,9.679130958507495,1.6528255826267,12.851894902475474,1.6528255826267003 
 01/23  00:15:00,-5.975,85.0,2.1,300.0,0.0,0.0,12.779334872391427,98.66424065601575,0.0,0.0,12.8,12.8,40.0,5078.635413001673,2853.163867380243,-5.975,0.2769311893313138,11.656441292674437,0.35352498872576279,11.656441292674437,0.15235871715606565,11.656441292674437,0.3439702593007421,11.656441292674437,0.15235871715606567,11.656441292674437,0.6506129002880642,11.656441292674437,1.6528255826267,9.602213935578425,1.6528255826267,12.734677700539784,1.6528255826267003 
 01/23  00:30:00,-5.85,85.0,2.1,300.0,0.0,0.0,12.642242878159149,98.53006681155341,0.0,0.0,12.8,12.8,40.0,7818.229804895431,5617.758259274,-5.85,0.2769311893313138,13.263471189143507,0.35352498872576279,13.263471189143507,0.15235871715606565,13.263471189143507,0.3439702593007421,13.263471189143507,0.15235871715606567,13.263471189143507,0.6506129002880642,13.263471189143507,1.6528255826267,9.584877071087615,1.6528255826267,12.6890071064844,1.6528255826267003 
 01/23  00:45:00,-5.725,85.0,2.1,300.0,0.0,0.0,12.778122208475912,98.70130987659175,0.0,0.0,12.8,12.8,40.0,5162.342606606157,2986.8710609847259,-5.725,0.2769311893313138,11.656411513313227,0.35352498872576279,11.656411513313227,0.15235871715606565,11.656411513313227,0.3439702593007421,11.656411513313227,0.15235871715606567,11.656411513313227,0.6506129002880642,11.656411513313227,1.6528255826267,9.523473785835553,1.6528255826267,12.590388434258964,1.6528255826267003 
 01/23  01:00:00,-5.6,85.0,2.1,300.0,0.0,0.0,12.634259201822417,98.5586573336295,0.0,0.0,12.8,12.8,40.0,7950.712056205759,5800.240510584329,-5.6,0.2769311893313138,13.30673007150369,0.35352498872576279,13.30673007150369,0.15235871715606565,13.30673007150369,0.3439702593007421,13.30673007150369,0.15235871715606567,13.30673007150369,0.6506129002880642,13.30673007150369,1.6528255826267,9.520677831037024,1.6528255826267,12.56214309390647,1.6528255826267003 
