Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),EMS:Building Mean Temperature [C](TimeStep),EMS:Building Mean PPD [%](TimeStep),EMS:Building Total Occupants [%](TimeStep),EMS:Occupancy Flag [](TimeStep),EMS:Indoor Air Temperature Setpoint [](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),MAIN HEATING COIL 1:Heating Coil Electric Power [W](TimeStep),OUTSIDE AIR INLET NODE 1:System Node Temperature [C](TimeStep),OUTSIDE AIR INLET NODE 1:System Node Mass Flow Rate [kg/s](TimeStep),SPACE1-1 IN NODE:System Node Temperature [C](TimeStep),SPACE1-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE2-1 IN NODE:System Node Temperature [C](TimeStep),SPACE2-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE3-1 IN NODE:System Node Temperature [C](TimeStep),SPACE3-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE4-1 IN NODE:System Node Temperature [C](TimeStep),SPACE4-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),SPACE5-1 IN NODE:System Node Temperature [C](TimeStep),SPACE5-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 OUTLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),MIXED AIR NODE 1:System Node Temperature [C](TimeStep),MIXED AIR NODE 1:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 INLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 01/01  06:15:00,-10.6,74.0,2.725,202.5,0.0,0.0,12.821168060568985,99.25637182957878,0.0,0.0,12.8,12.8,40.0,11844.448117897524,8693.976572276093,-10.6,0.2769311893313138,13.806659007855588,0.35352498872576279,13.806659007855588,0.15235871715606565,13.806659007855588,0.3439702593007421,13.806659007855588,0.15235871715606567,13.806659007855588,0.6506129002880642,13.806659007855588,1.6528255826267,8.311943282930882,1.6528255826267,12.115655427436188,1.6528255826267003 
 01/01  06:30:00,-10.6,75.0,2.85,195.0,0.0,0.0,12.821119855425298,89.176199100392,0.0,0.0,12.8,12.8,40.0,11879.411224597947,8728.939678976516,-10.6,0.2769311893313138,13.821134303535935,0.35352498872576279,13.821134303535935,0.15235871715606565,13.821134303535935,0.3439702593007421,13.821134303535935,0.15235871715606567,13.821134303535935,0.6506129002880642,13.821134303535935,1.6528255826267,8.305667199318503,1.6528255826267,12.108393720775112,1.6528255826267003 
 01/01  06:45:00,-10.6,76.0,2.975,187.5,0.0,0.0,12.821058616534355,89.20228576560506,0.0,0.0,12.8,12.8,40.0,11912.976744079899,8762.505198458468,-10.6,0.2769311893313138,13.835758677978817,0.35352498872576279,13.835758677978817,0.15235871715606565,13.835758677978817,0.3439702593007421,13.835758677978817,0.15235871715606567,13.835758677978817,0.6506129002880642,13.835758677978817,1.6528255826267,8.300379197108337,1.6528255826267,12.10230398104769,1.6528255826267003 
 01/01  07:00:00,-10.6,77.0,3.1,180.0,0.0,0.0,12.821006355893374,89.22514916223256,0.0,0.0,12.8,12.8,40.0,11945.11285006346,8794.64130444203,-10.6,0.2769311893313138,13.8503384046059,0.35352498872576279,13.8503384046059,0.15235871715606565,13.8503384046059,0.3439702593007421,13.8503384046059,0.15235871715606567,13.8503384046059,0.6506129002880642,13.8503384046059,1.6528255826267,8.295906558045042,1.6528255826267,12.097177138372592,1.6528255826267003 
 01/01  07:15:00,-10.45,77.0,2.975,180.0,0.0,0.0,12.820964968579438,89.24528278522317,0.0,0.0,12.8,21.1,23.9,13310.558197010765,10190.086651389336,-10.45,0.2769311893313138,14.693076139908028,0.35352498872576279,14.693076139908028,0.15235871715606565,14.693076139908028,0.3439702593007421,14.693076139908028,0.15235871715606567,14.693076139908028,0.6506129002880642,14.693076139908028,1.6528255826267,8.317258733476797,1.6528255826267,12.092882544313256,1.6528255826267003 
 01/01  07:30:00,-10.3,77.0,2.85,180.0,10.0,22.0,12.957897296415009,89.25594504662652,0.0,0.0,12.8,21.1,23.9,13280.558197010765,10190.086651389336,-10.3,0.2769311893313138,14.71514308662272,0.35352498872576279,14.71514308662272,0.15235871715606565,14.71514308662272,0.3439702593007421,14.71514308662272,0.15235871715606567,14.71514308662272,0.6506129002880642,14.71514308662272,1.6528255826267,8.339205058024252,1.6528255826267,12.089286946671609,1.6528255826267003 
 01/01  07:45:00,-10.15,77.0,2.725,180.0,19.25,115.75,13.109944596039906,88.36484572757296,0.0,0.0,12.8,21.1,23.9,13250.558197010765,10190.086651389336,-10.15,0.2769311893313138,14.825403245395103,0.35352498872576279,14.825403245395103,0.15235871715606565,14.825403245395103,0.3439702593007421,14.825403245395103,0.15235871715606565,14.825403245395103,0.6506129002880642,14.825403245395103,1.6528255826266998,8.449305652469502,1.6528255826266998,12.191608873950845,1.6528255826267003 
 01/01  08:00:00,-10.0,77.0,2.6,180.0,28.5,209.5,13.469171428356518,86.77020946163694,0.0,0.0,12.8,21.1,23.9,13220.558197010765,10190.086651389336,-10.0,0.2769311893313138,14.976353125808626,0.35352498872576279,14.976353125808626,0.15235871715606565,14.976353125808626,0.3439702593007421,14.976353125808626,0.15235871715606567,14.976353125808626,0.6506129002880642,14.976353125808626,1.6528255826267,8.600175983089436,1.6528255826267,12.342848387314403,1.6528255826267003 
 01/01  08:15:00,-9.725,75.5,2.725,182.5,37.75,303.25,13.871825900045448,84.07055365551992,0.0,1.0,22.5,21.1,23.9,14295.014512758366,10190.086651389336,-9.725,0.4736965446086742,13.337193275752945,0.7104647810276075,13.337193275752945,0.31798600475631719,13.337193275752945,0.6737973697196601,13.337193275752945,0.31798600475631719,13.337193275752945,0.8069582885992935,13.337193275752945,2.8271924488591955,9.212992303375549,2.8271924488591955,13.023707539676038,2.8271924488591955 
 01/01  08:30:00,-9.45,74.0,2.85,185.0,47.0,397.0,15.12675570410423,75.87615360840198,0.0,1.0,22.5,21.1,23.900000000000003,14240.014512758364,10190.086651389336,-9.45,0.4736965446086743,14.163259462700296,0.7104647810276076,14.163259462700296,0.31798600475631719,14.163259462700296,0.6737973697196602,14.163259462700296,0.31798600475631719,14.163259462700296,0.8069582885992936,14.163259462700296,2.8271924488591955,10.039271083926764,2.8271924488591955,13.960717092363002,2.8271924488591955 
 01/01  08:45:00,-9.175,72.5,2.975,187.5,53.0,444.5,16.153860546106775,64.13933474164014,0.0,1.0,22.5,21.1,23.9,14185.014512758366,10190.086651389336,-9.175,0.4736965446086742,14.797768257422839,0.7104647810276075,14.797768257422839,0.31798600475631719,14.797768257422839,0.6737973697196601,14.797768257422839,0.31798600475631719,14.797768257422839,0.8069582885992935,14.797768257422839,2.8271924488591955,10.674027768609966,2.8271924488591955,14.667615545353604,2.8271924488591955 
